Area,mnemonic,Economic activity rate - aged 16-64_Numerator,Economic activity rate - aged 16-64_Denominator,Economic activity rate - aged 16-64,Employment rate - aged 16-64_Numerator,Employment rate - aged 16-64_Denominator,Employment rate - aged 16-64,Unemployment rate - aged 16-64_Numerator,Unemployment rate - aged 16-64_Denominator,Unemployment rate - aged 16-64,Unemployment rate - aged 16+_Numerator,Unemployment rate - aged 16+_Denominator,Unemployment rate - aged 16+,% who are economically inactive - aged 16-64_Numerator,% who are economically inactive - aged 16-64_Denominator,% who are economically inactive - aged 16-64,% of economically inactive who want a job_Numerator,% of economically inactive who want a job_Denominator,% of economically inactive who want a job,% of economically inactive who do not want a job_Numerator,% of economically inactive who do not want a job_Denominator,% of economically inactive who do not want a job,Year,Area_Name,Area_Type
nuts316:Glasgow City,UKM82,283300,407100,69.6,254600,407100,62.5,28700,283300,10.1,29000,284300,10.2,123700,407100,30.4,36500,123700,29.5,87300,123700,70.5,2013,Glasgow City,nuts316
"nuts316:Inverclyde, East Renfrewshire and Renfrewshire",UKM83,169200,219600,77.1,157500,219600,71.7,11700,169200,6.9,11800,173300,6.8,50400,219600,22.9,11800,50400,23.4,38600,50400,76.6,2013,"Inverclyde, East Renfrewshire and Renfrewshire",nuts316
nuts316:North Lanarkshire,UKM84,172100,219200,78.5,153500,219200,70.1,18500,172100,10.8,18800,176300,10.7,47100,219200,21.5,10500,47100,22.4,36600,47100,77.6,2013,North Lanarkshire,nuts316
nuts316:Scottish Borders,UKM91,53400,68600,77.8,51300,68600,74.9,2000,53400,3.8,2000,55800,3.6,15200,68600,22.2,4700,15200,30.9,10500,15200,69.1,2013,Scottish Borders,nuts316
nuts316:Dumfries & Galloway,UKM92,68400,90300,75.7,63400,90300,70.2,5000,68400,7.3,5000,71300,7,21900,90300,24.3,3800,21900,17.3,18100,21900,82.7,2013,Dumfries & Galloway,nuts316
nuts316:East Ayrshire and North Ayrshire mainland,UKM93,119800,162100,73.9,103700,162100,63.9,16200,119800,13.5,16200,121800,13.3,42300,162100,26.1,12800,42300,30.2,29500,42300,69.8,2013,East Ayrshire and North Ayrshire mainland,nuts316
nuts316:South Ayrshire,UKM94,52900,68400,77.3,49100,68400,71.8,3800,52900,7.2,3800,55000,6.9,15500,68400,22.7,3700,15500,24.1,11800,15500,75.9,2013,South Ayrshire,nuts316
nuts316:South Lanarkshire,UKM95,159800,203000,78.7,145100,203000,71.5,14700,159800,9.2,15100,166000,9.1,43200,203000,21.3,9000,43200,21,34100,43200,79,2013,South Lanarkshire,nuts316
nuts316:Hartlepool and Stockton-on-Tees,UKC11,133600,178300,75,120900,178300,67.8,12700,133600,9.5,12800,136200,9.4,44700,178300,25,11300,44700,25.4,33300,44700,74.6,2014,Hartlepool and Stockton-on-Tees,nuts316
nuts316:South Teesside,UKC12,124800,171400,72.8,110400,171400,64.4,14500,124800,11.6,14500,126900,11.4,46600,171400,27.2,9300,46600,20,37300,46600,80,2014,South Teesside,nuts316
nuts316:Darlington,UKC13,50900,65100,78.1,46800,65100,71.9,4100,50900,8,4100,52400,7.9,14300,65100,21.9,3500,14300,24.8,10700,14300,75.2,2014,Darlington,nuts316
nuts316:Durham CC,UKC14,242400,324200,74.8,222400,324200,68.6,20000,242400,8.3,20200,249800,8.1,81800,324200,25.2,21900,81800,26.8,59800,81800,73.2,2014,Durham CC,nuts316
nuts316:Northumberland,UKC21,147900,189800,78,138200,189800,72.8,9800,147900,6.6,9900,153500,6.5,41800,189800,22,8400,41800,20.1,33400,41800,79.9,2014,Northumberland,nuts316
nuts316:Tyneside,UKC22,412100,546800,75.4,376400,546800,68.8,35700,412100,8.7,35900,420000,8.5,134700,546800,24.6,31600,134700,23.4,103100,134700,76.6,2014,Tyneside,nuts316
nuts316:Sunderland,UKC23,124700,175500,71.1,114100,175500,65,10600,124700,8.5,10600,127000,8.3,50800,175500,28.9,19800,50800,39,31000,50800,61,2014,Sunderland,nuts316
nuts316:West Cumbria,UKD11,110600,142700,77.5,103400,142700,72.5,7200,110600,6.5,7200,114200,6.3,32100,142700,22.5,7600,32100,23.8,24400,32100,76.2,2014,West Cumbria,nuts316
nuts316:East Cumbria,UKD12,126900,156600,81,120800,156600,77.1,6200,126900,4.8,6500,133000,4.9,29700,156600,19,6300,29700,21,23400,29700,79,2014,East Cumbria,nuts316
nuts316:Manchester,UKD33,248700,362300,68.7,225700,362300,62.3,23100,248700,9.3,23100,252300,9.1,113500,362300,31.3,34400,113500,30.3,79100,113500,69.7,2014,Manchester,nuts316
nuts316:Greater Manchester South West,UKD34,238700,303200,78.7,220000,303200,72.6,18800,238700,7.9,18800,244000,7.7,64400,303200,21.3,16600,64400,25.7,47900,64400,74.3,2014,Greater Manchester South West,nuts316
nuts316:Greater Manchester South East,UKD35,247200,315500,78.3,231800,315500,73.5,15400,247200,6.2,15700,254800,6.2,68400,315500,21.7,22900,68400,33.5,45500,68400,66.5,2014,Greater Manchester South East,nuts316
nuts316:Greater Manchester North West,UKD36,290000,377100,76.9,270100,377100,71.6,19900,290000,6.9,20500,297600,6.9,87100,377100,23.1,17100,87100,19.6,70000,87100,80.4,2014,Greater Manchester North West,nuts316
nuts316:Greater Manchester North East,UKD37,284900,392200,72.7,259300,392200,66.1,25600,284900,9,25900,293100,8.8,107200,392200,27.3,25700,107200,23.9,81600,107200,76.1,2014,Greater Manchester North East,nuts316
nuts316:Blackburn with Darwen,UKD41,62900,90800,69.3,57900,90800,63.8,5000,62900,8,5200,64400,8,27800,90800,30.7,6500,27800,23.4,21300,27800,76.6,2014,Blackburn with Darwen,nuts316
nuts316:Blackpool,UKD42,58800,83700,70.2,54300,83700,64.9,4400,58800,7.5,4400,61200,7.2,24900,83700,29.8,8600,24900,34.5,16300,24900,65.5,2014,Blackpool,nuts316
nuts316:Lancaster and Wyre,UKD44,112800,154200,73.1,109400,154200,70.9,3400,112800,3,3800,119400,3.2,41500,154200,26.9,7400,41500,17.8,34100,41500,82.2,2014,Lancaster and Wyre,nuts316
nuts316:Mid Lancashire,UKD45,176800,234100,75.5,167800,234100,71.7,9000,176800,5.1,9000,185000,4.9,57300,234100,24.5,12900,57300,22.5,44400,57300,77.5,2014,Mid Lancashire,nuts316
nuts316:East Lancashire,UKD46,146700,203600,72,130700,203600,64.2,16000,146700,10.9,16000,149200,10.7,56900,203600,28,14400,56900,25.2,42600,56900,74.8,2014,East Lancashire,nuts316
nuts316:Chorley and West Lancashire,UKD47,106900,138700,77.1,101500,138700,73.2,5400,106900,5.1,5400,110100,4.9,31800,138700,22.9,9700,31800,30.3,22200,31800,69.7,2014,Chorley and West Lancashire,nuts316
nuts316:Warrington,UKD61,103500,127900,81,99600,127900,77.9,3900,103500,3.8,4000,106500,3.8,24300,127900,19,5400,24300,22.1,19000,24300,77.9,2014,Warrington,nuts316
nuts316:Cheshire East,UKD62,180100,230600,78.1,174000,230600,75.4,6200,180100,3.4,6600,187900,3.5,50500,230600,21.9,7800,50500,15.5,42700,50500,84.5,2014,Cheshire East,nuts316
nuts316:Cheshire West and Chester,UKD63,156800,204500,76.7,151300,204500,74,5500,156800,3.5,5500,163900,3.4,47700,204500,23.3,8700,47700,18.3,39000,47700,81.7,2014,Cheshire West and Chester,nuts316
nuts316:East Merseyside,UKD71,207400,282800,73.4,188700,282800,66.7,18700,207400,9,18900,212600,8.9,75300,282800,26.6,22800,75300,30.2,52600,75300,69.8,2014,East Merseyside,nuts316
nuts316:Liverpool,UKD72,215500,319100,67.5,188800,319100,59.2,26700,215500,12.4,27100,221100,12.3,103600,319100,32.5,31500,103600,30.4,72100,103600,69.6,2014,Liverpool,nuts316
nuts316:Sefton,UKD73,123100,164000,75.1,115300,164000,70.3,7800,123100,6.3,8000,129000,6.2,40900,164000,24.9,9500,40900,23.2,31400,40900,76.8,2014,Sefton,nuts316
nuts316:Wirral,UKD74,144500,194700,74.2,131900,194700,67.8,12600,144500,8.7,12600,149800,8.4,50100,194700,25.8,5800,50100,11.5,44400,50100,88.5,2014,Wirral,nuts316
"nuts316:Kingston upon Hull, City of",UKE11,123500,167700,73.7,108600,167700,64.8,14900,123500,12.1,14900,125600,11.9,44100,167700,26.3,10800,44100,24.4,33300,44100,75.6,2014,"Kingston upon Hull, City of",nuts316
nuts316:East Riding of Yorkshire,UKE12,160100,200400,79.9,153500,200400,76.6,6500,160100,4.1,6500,165700,3.9,40300,200400,20.1,6900,40300,17.1,33400,40300,82.9,2014,East Riding of Yorkshire,nuts316
nuts316:North and North East Lincolnshire,UKE13,155700,202000,77.1,144800,202000,71.7,10800,155700,6.9,11200,161400,6.9,46300,202000,22.9,11500,46300,24.9,34800,46300,75.1,2014,North and North East Lincolnshire,nuts316
nuts316:York,UKE21,102100,134300,76,97900,134300,72.9,4200,102100,4.1,4200,104600,4,32200,134300,24,6600,32200,20.6,25600,32200,79.4,2014,York,nuts316
nuts316:North Yorkshire CC,UKE22,280100,353400,79.3,267300,353400,75.6,12800,280100,4.6,13100,290800,4.5,73300,353400,20.7,14600,73300,19.9,58700,73300,80.1,2014,North Yorkshire CC,nuts316
"nuts316:Barnsley, Doncaster and Rotherham",UKE31,379500,495200,76.6,345400,495200,69.8,34200,379500,9,34300,391300,8.8,115600,495200,23.4,37900,115600,32.7,77800,115600,67.3,2014,"Barnsley, Doncaster and Rotherham",nuts316
nuts316:Sheffield,UKE32,286000,370400,77.2,258900,370400,69.9,27100,286000,9.5,27400,290600,9.4,84500,370400,22.8,22700,84500,26.9,61800,84500,73.1,2014,Sheffield,nuts316
nuts316:Bradford,UKE41,233700,327500,71.4,213800,327500,65.3,20000,233700,8.5,20200,242300,8.4,93700,327500,28.6,14600,93700,15.6,79100,93700,84.4,2014,Bradford,nuts316
nuts316:Leeds,UKE42,380400,504300,75.4,347400,504300,68.9,33000,380400,8.7,33000,391000,8.5,123800,504300,24.6,30300,123800,24.5,93500,123800,75.5,2014,Leeds,nuts316
nuts316:Calderdale and Kirklees,UKE44,307300,400300,76.8,286500,400300,71.6,20800,307300,6.8,20800,315800,6.6,93000,400300,23.2,16500,93000,17.8,76500,93000,82.2,2014,Calderdale and Kirklees,nuts316
nuts316:Wakefield,UKE45,157400,206000,76.4,147200,206000,71.5,10200,157400,6.5,10200,160700,6.3,48600,206000,23.6,16200,48600,33.2,32400,48600,66.8,2014,Wakefield,nuts316
nuts316:Derby,UKF11,125400,158700,79,115500,158700,72.8,9900,125400,7.9,9900,128400,7.7,33300,158700,21,5900,33300,17.8,27300,33300,82.2,2014,Derby,nuts316
nuts316:East Derbyshire,UKF12,132200,172800,76.5,126400,172800,73.2,5800,132200,4.4,5800,136400,4.2,40600,172800,23.5,8100,40600,20,32500,40600,80,2014,East Derbyshire,nuts316
nuts316:South and West Derbyshire,UKF13,251100,310300,80.9,238500,310300,76.9,12600,251100,5,12900,260100,4.9,59200,310300,19.1,12100,59200,20.5,47000,59200,79.5,2014,South and West Derbyshire,nuts316
nuts316:Nottingham,UKF14,152500,215500,70.8,135400,215500,62.8,17100,152500,11.2,17200,154400,11.2,63000,215500,29.2,15800,63000,25.1,47200,63000,74.9,2014,Nottingham,nuts316
nuts316:North Nottinghamshire,UKF15,218800,284000,77,203500,284000,71.6,15300,218800,7,15700,225100,7,65200,284000,23,15600,65200,24,49600,65200,76,2014,North Nottinghamshire,nuts316
nuts316:South Nottinghamshire,UKF16,161800,210400,76.9,152500,210400,72.5,9400,161800,5.8,9600,168700,5.7,48500,210400,23.1,11600,48500,23.9,37000,48500,76.1,2014,South Nottinghamshire,nuts316
nuts316:Leicester,UKF21,156700,224200,69.9,142700,224200,63.7,13900,156700,8.9,13900,159900,8.7,67500,224200,30.1,22600,67500,33.5,44900,67500,66.5,2014,Leicester,nuts316
nuts316:Leicestershire CC and Rutland,UKF22,350100,435000,80.5,336900,435000,77.4,13200,350100,3.8,13200,363800,3.6,84900,435000,19.5,22900,84900,26.9,62100,84900,73.1,2014,Leicestershire CC and Rutland,nuts316
nuts316:West Northamptonshire,UKF24,200300,245000,81.8,191900,245000,78.3,8400,200300,4.2,8400,209000,4,44600,245000,18.2,4100,44600,9.1,40600,44600,90.9,2014,West Northamptonshire,nuts316
nuts316:North Northamptonshire,UKF25,166500,201400,82.7,157900,201400,78.4,8600,166500,5.2,8600,170800,5,34800,201400,17.3,9400,34800,26.9,25500,34800,73.1,2014,North Northamptonshire,nuts316
nuts316:Lincolnshire,UKF30,343400,438300,78.3,328100,438300,74.8,15300,343400,4.5,15700,363600,4.3,95000,438300,21.7,22600,95000,23.8,72400,95000,76.2,2014,Lincolnshire,nuts316
"nuts316:Herefordshire, County of",UKG11,88600,111500,79.4,85500,111500,76.7,3100,88600,3.5,3200,94700,3.4,22900,111500,20.6,5100,22900,22.3,17800,22900,77.7,2014,"Herefordshire, County of",nuts316
nuts316:Worcestershire,UKG12,285000,348900,81.7,273000,348900,78.3,11900,285000,4.2,12200,302200,4,63900,348900,18.3,11200,63900,17.5,52800,63900,82.5,2014,Worcestershire,nuts316
nuts316:Warwickshire,UKG13,268900,338300,79.5,259600,338300,76.8,9200,268900,3.4,9200,281900,3.3,69400,338300,20.5,12200,69400,17.6,57200,69400,82.4,2014,Warwickshire,nuts316
nuts316:Telford and Wrekin,UKG21,81300,106600,76.3,76800,106600,72,4500,81300,5.6,4500,84100,5.4,25300,106600,23.7,9000,25300,35.5,16300,25300,64.5,2014,Telford and Wrekin,nuts316
nuts316:Shropshire CC,UKG22,149000,183300,81.3,142800,183300,77.9,6200,149000,4.1,6300,156700,4,34300,183300,18.7,10200,34300,29.9,24100,34300,70.1,2014,Shropshire CC,nuts316
nuts316:Stoke-on-Trent,UKG23,116800,156900,74.4,107500,156900,68.5,9300,116800,8,9300,118800,7.9,40100,156900,25.6,4200,40100,10.5,35900,40100,89.5,2014,Stoke-on-Trent,nuts316
nuts316:Staffordshire CC,UKG24,407900,531400,76.8,388000,531400,73,19900,407900,4.9,19900,423100,4.7,123500,531400,23.2,25600,123500,20.7,97900,123500,79.3,2014,Staffordshire CC,nuts316
nuts316:Birmingham,UKG31,491600,701600,70.1,434500,701600,61.9,57000,491600,11.6,57400,502800,11.4,210000,701600,29.9,55000,210000,26.2,155000,210000,73.8,2014,Birmingham,nuts316
nuts316:Solihull,UKG32,95100,126100,75.4,90900,126100,72.1,4200,95100,4.4,4200,98600,4.3,31000,126100,24.6,5700,31000,18.4,25300,31000,81.6,2014,Solihull,nuts316
nuts316:Coventry,UKG33,151900,220600,68.9,141900,220600,64.3,10000,151900,6.6,10000,154900,6.5,68700,220600,31.1,9500,68700,13.8,59200,68700,86.2,2014,Coventry,nuts316
nuts316:Dudley,UKG36,151300,192200,78.7,140100,192200,72.9,11100,151300,7.4,11100,156000,7.1,41000,192200,21.3,6100,41000,14.8,34900,41000,85.2,2014,Dudley,nuts316
nuts316:Sandwell,UKG37,139100,196500,70.8,124000,196500,63.1,15100,139100,10.8,15100,141400,10.7,57400,196500,29.2,15800,57400,27.5,41600,57400,72.5,2014,Sandwell,nuts316
nuts316:Walsall,UKG38,121900,167800,72.7,112300,167800,66.9,9600,121900,7.9,9600,125300,7.7,45900,167800,27.3,7700,45900,16.8,38200,45900,83.2,2014,Walsall,nuts316
nuts316:Wolverhampton,UKG39,114700,158400,72.4,100200,158400,63.2,14500,114700,12.6,14500,117000,12.4,43700,158400,27.6,9900,43700,22.6,33800,43700,77.4,2014,Wolverhampton,nuts316
nuts316:Peterborough,UKH11,95000,119600,79.4,88900,119600,74.4,6100,95000,6.4,6200,97000,6.4,24600,119600,20.6,6400,24600,25.9,18200,24600,74.1,2014,Peterborough,nuts316
nuts316:Cambridgeshire CC,UKH12,337200,405100,83.2,322300,405100,79.6,14900,337200,4.4,16200,353500,4.6,67900,405100,16.8,15200,67900,22.4,52700,67900,77.6,2014,Cambridgeshire CC,nuts316
nuts316:Suffolk,UKH14,346500,434700,79.7,328000,434700,75.5,18400,346500,5.3,18700,367200,5.1,88200,434700,20.3,32500,88200,36.9,55700,88200,63.1,2014,Suffolk,nuts316
nuts316:Norwich and East Norfolk,UKH15,174100,224200,77.7,165700,224200,73.9,8400,174100,4.8,8400,179900,4.7,50000,224200,22.3,16300,50000,32.5,33800,50000,67.5,2014,Norwich and East Norfolk,nuts316
nuts316:North and West Norfolk,UKH16,110000,142500,77.2,104200,142500,73.1,5800,110000,5.3,5800,114700,5.1,32500,142500,22.8,10400,32500,31.9,22100,32500,68.1,2014,North and West Norfolk,nuts316
nuts316:Breckland and South Norfolk,UKH17,121300,152400,79.6,115500,152400,75.8,5800,121300,4.8,6200,128500,4.8,31100,152400,20.4,5900,31100,18.9,25200,31100,81.1,2014,Breckland and South Norfolk,nuts316
nuts316:Luton,UKH21,97600,135900,71.9,90200,135900,66.4,7400,97600,7.6,7400,99100,7.5,38200,135900,28.1,6400,38200,16.8,31800,38200,83.2,2014,Luton,nuts316
nuts316:Hertfordshire,UKH23,591200,725400,81.5,564500,725400,77.8,26700,591200,4.5,27300,613400,4.4,134200,725400,18.5,25800,134200,19.3,108400,134200,80.7,2014,Hertfordshire,nuts316
nuts316:Bedford,UKH24,84200,102000,82.6,80800,102000,79.2,3400,84200,4.1,3400,86200,4,17800,102000,17.4,3400,17800,18.9,14400,17800,81.1,2014,Bedford,nuts316
nuts316:Central Bedfordshire,UKH25,144000,170000,84.7,138800,170000,81.7,5200,144000,3.6,5200,149200,3.5,26000,170000,15.3,8200,26000,31.4,17800,26000,68.6,2014,Central Bedfordshire,nuts316
nuts316:Southend-on-Sea,UKH31,85200,109900,77.5,77900,109900,70.9,7300,85200,8.5,7300,88000,8.3,24700,109900,22.5,5200,24700,20.9,19600,24700,79.1,2014,Southend-on-Sea,nuts316
nuts316:Thurrock,UKH32,82200,105100,78.2,77200,105100,73.4,5000,82200,6.1,5100,85300,6,23000,105100,21.8,6000,23000,26.1,17000,23000,73.9,2014,Thurrock,nuts316
nuts316:Essex Haven Gateway,UKH34,215100,280100,76.8,199300,280100,71.1,15800,215100,7.4,16200,224200,7.2,65000,280100,23.2,17000,65000,26.1,48000,65000,73.9,2014,Essex Haven Gateway,nuts316
nuts316:West Essex,UKH35,142100,181600,78.3,135600,181600,74.7,6600,142100,4.6,6600,148700,4.4,39500,181600,21.7,9600,39500,24.2,29900,39500,75.8,2014,West Essex,nuts316
nuts316:Heart of Essex,UKH36,158500,195900,80.9,150600,195900,76.9,8000,158500,5,8000,167900,4.8,37300,195900,19.1,7100,37300,19.1,30200,37300,80.9,2014,Heart of Essex,nuts316
nuts316:Essex Thames Gateway,UKH37,174300,216200,80.6,161700,216200,74.8,12600,174300,7.2,12600,180300,7,41900,216200,19.4,9600,41900,23,32300,41900,77,2014,Essex Thames Gateway,nuts316
nuts316:Camden and City of London,UKI31,120500,169100,71.2,111100,169100,65.7,9300,120500,7.8,9300,125400,7.4,48600,169100,28.8,20100,48600,41.4,28500,48600,58.6,2014,Camden and City of London,nuts316
nuts316:Westminster,UKI32,119000,168300,70.7,111900,168300,66.5,7100,119000,6,7300,125700,5.8,49300,168300,29.3,17600,49300,35.8,31600,49300,64.2,2014,Westminster,nuts316
nuts316:Kensington & Chelsea and Hammersmith & Fulham,UKI33,183700,236500,77.7,172600,236500,73,11100,183700,6,11500,192200,6,52800,236500,22.3,12900,52800,24.4,39900,52800,75.6,2014,Kensington & Chelsea and Hammersmith & Fulham,nuts316
nuts316:Wandsworth,UKI34,186100,225000,82.7,178700,225000,79.4,7400,186100,4,7800,189600,4.1,38900,225000,17.3,9000,38900,23.2,29900,38900,76.8,2014,Wandsworth,nuts316
nuts316:Hackney and Newham,UKI41,294000,416600,70.6,267000,416600,64.1,27000,294000,9.2,27000,297200,9.1,122700,416600,29.4,30600,122700,24.9,92100,122700,75.1,2014,Hackney and Newham,nuts316
nuts316:Tower Hamlets,UKI42,159300,208700,76.3,142900,208700,68.5,16400,159300,10.3,16400,160000,10.3,49400,208700,23.7,7000,49400,14.2,42400,49400,85.8,2014,Tower Hamlets,nuts316
nuts316:Haringey and Islington,UKI43,261300,351900,74.3,241000,351900,68.5,20200,261300,7.7,20200,268200,7.5,90600,351900,25.7,21300,90600,23.5,69300,90600,76.5,2014,Haringey and Islington,nuts316
nuts316:Lewisham and Southwark,UKI44,334600,422900,79.1,310200,422900,73.4,24500,334600,7.3,24500,340300,7.2,88200,422900,20.9,30200,88200,34.2,58100,88200,65.8,2014,Lewisham and Southwark,nuts316
nuts316:Lambeth,UKI45,202900,237900,85.3,190300,237900,80,12600,202900,6.2,13000,204800,6.3,35000,237900,14.7,8200,35000,23.5,26700,35000,76.5,2014,Lambeth,nuts316
nuts316:Bexley and Greenwich,UKI51,254000,328800,77.2,233000,328800,70.9,21000,254000,8.3,21000,260300,8.1,74800,328800,22.8,28000,74800,37.4,46800,74800,62.6,2014,Bexley and Greenwich,nuts316
nuts316:Barking & Dagenham and Havering,UKI52,215800,279800,77.1,196800,279800,70.3,19100,215800,8.8,19100,219700,8.7,63900,279800,22.9,17800,63900,27.8,46100,63900,72.2,2014,Barking & Dagenham and Havering,nuts316
nuts316:Redbridge and Waltham Forest,UKI53,276200,369100,74.8,254500,369100,68.9,21800,276200,7.9,22200,286200,7.8,92900,369100,25.2,17700,92900,19,75200,92900,81,2014,Redbridge and Waltham Forest,nuts316
nuts316:Enfield,UKI54,154600,208100,74.3,143600,208100,69,11000,154600,7.1,11000,157100,7,53400,208100,25.7,15500,53400,29,37900,53400,71,2014,Enfield,nuts316
nuts316:Bromley,UKI61,160600,202400,79.4,152000,202400,75.1,8700,160600,5.4,8700,166900,5.2,41800,202400,20.6,11900,41800,28.5,29900,41800,71.5,2014,Bromley,nuts316
nuts316:Croydon,UKI62,192500,242900,79.3,177500,242900,73.1,15000,192500,7.8,15400,197300,7.8,50400,242900,20.7,18400,50400,36.6,31900,50400,63.4,2014,Croydon,nuts316
"nuts316:Merton, Kingston upon Thames and Sutton",UKI63,304700,378300,80.5,287400,378300,76,17200,304700,5.7,17700,311400,5.7,73700,378300,19.5,20200,73700,27.4,53500,73700,72.6,2014,"Merton, Kingston upon Thames and Sutton",nuts316
nuts316:Barnet,UKI71,179900,243400,73.9,171300,243400,70.4,8600,179900,4.8,8900,187700,4.7,63500,243400,26.1,17700,63500,27.9,45800,63500,72.1,2014,Barnet,nuts316
nuts316:Brent,UKI72,158000,215200,73.5,146700,215200,68.2,11400,158000,7.2,11400,161900,7,57100,215200,26.5,6600,57100,11.5,50500,57100,88.5,2014,Brent,nuts316
nuts316:Ealing,UKI73,170000,228800,74.3,156200,228800,68.3,13700,170000,8.1,13700,175600,7.8,58800,228800,25.7,16100,58800,27.4,42700,58800,72.6,2014,Ealing,nuts316
nuts316:Harrow and Hillingdon,UKI74,268700,349400,76.9,252500,349400,72.3,16200,268700,6,16200,278100,5.8,80700,349400,23.1,11700,80700,14.5,69000,80700,85.5,2014,Harrow and Hillingdon,nuts316
nuts316:Hounslow and Richmond upon Thames,UKI75,246400,305400,80.7,231000,305400,75.6,15400,246400,6.3,15400,254600,6.1,59000,305400,19.3,18600,59000,31.5,40400,59000,68.5,2014,Hounslow and Richmond upon Thames,nuts316
nuts316:Berkshire,UKJ11,454200,562200,80.8,434000,562200,77.2,20200,454200,4.4,20700,470500,4.4,108000,562200,19.2,23800,108000,22.1,84200,108000,77.9,2014,Berkshire,nuts316
nuts316:Milton Keynes,UKJ12,132900,166900,79.6,122900,166900,73.6,10000,132900,7.5,10100,135900,7.4,34000,166900,20.4,7200,34000,21.1,26800,34000,78.9,2014,Milton Keynes,nuts316
nuts316:Buckinghamshire CC,UKJ13,261000,318100,82.1,250000,318100,78.6,11000,261000,4.2,11200,275800,4.1,57000,318100,17.9,12900,57000,22.6,44100,57000,77.4,2014,Buckinghamshire CC,nuts316
nuts316:Oxfordshire,UKJ14,333800,423600,78.8,322000,423600,76,11700,333800,3.5,11700,352700,3.3,89900,423600,21.2,21800,89900,24.3,68000,89900,75.7,2014,Oxfordshire,nuts316
nuts316:Brighton and Hove,UKJ21,154800,196200,78.9,144300,196200,73.6,10500,154800,6.8,10600,159200,6.7,41400,196200,21.1,12800,41400,30.8,28700,41400,69.2,2014,Brighton and Hove,nuts316
nuts316:East Sussex CC,UKJ22,244100,310800,78.5,231500,310800,74.5,12600,244100,5.2,13000,257600,5,66700,310800,21.5,19600,66700,29.4,47000,66700,70.6,2014,East Sussex CC,nuts316
nuts316:West Surrey,UKJ25,372000,473300,78.6,353600,473300,74.7,18400,372000,5,19100,388800,4.9,101400,473300,21.4,27500,101400,27.2,73800,101400,72.8,2014,West Surrey,nuts316
nuts316:East Surrey,UKJ26,195000,238100,81.9,185800,238100,78,9200,195000,4.7,9200,208400,4.4,43100,238100,18.1,11800,43100,27.3,31300,43100,72.7,2014,East Surrey,nuts316
nuts316:West Sussex (South West),UKJ27,206100,252300,81.7,198300,252300,78.6,7800,206100,3.8,7800,225300,3.5,46200,252300,18.3,20400,46200,44.2,25800,46200,55.8,2014,West Sussex (South West),nuts316
